CharacteristicName,ResultValue,ResultSampleFraction
Nitrite,11,"Filtered, field"
Organic carbon,808,Dissolved
pH,8.31,
Potassium,2.64,Dissolved
Silica_reactive,1.79,Total
Silicon,,Suspended
Sodium,8.25,"Filtered, field"
Soluble Reactive Phosphorus (SRP),25,"Filtered, field"
Sulfate,17.28,Dissolved
Total Nitrogen_mixed forms,545,Dissolved
Total Particulate Carbon,760,Suspended
Total Particulate Nitrogen,117,Non-Filterable (Particle)
Total Particulate Phosphorus,18,Non-Filterable (Particle)
Total Phosphorus_mixed forms,44,Dissolved
Total suspended solids,14,Non-Filterable (Particle)
Total suspended solids,8,Non-Filterable (Particle)
Alkalinity_total,1450,Dissolved
Ammonia,14,"Filtered, field"
Calcium,22.3,Dissolved
Chloride,6.79,"Filtered, field"
Chlorophyll a,13.51,Total
Chlorophyll a,11.4,
Conductivity,223,Total
Inorganic carbon,1525,Dissolved
Iron,0,Dissolved
Magnesium,8.7,Dissolved
Manganese,0,Dissolved
Nitrate,65,"Filtered, field"
Nitrite,5,"Filtered, field"
Organic carbon,778,Dissolved
pH,8.34,
Potassium,2.6,Dissolved
Silica_reactive,1.87,Total
Silicon,,Suspended
Sodium,8.95,"Filtered, field"
Soluble Reactive Phosphorus (SRP),28,"Filtered, field"
Sulfate,18.22,Dissolved
Total Nitrogen_mixed forms,480,Dissolved
Total Particulate Carbon,1060,Suspended
Total Particulate Nitrogen,173,Non-Filterable (Particle)
Total Particulate Phosphorus,27,Non-Filterable (Particle)
Total Phosphorus_mixed forms,44,Dissolved
Total suspended solids,19,Non-Filterable (Particle)
Total suspended solids,13,Non-Filterable (Particle)
Alkalinity_total,2040,Dissolved
Ammonia,5,"Filtered, field"
Calcium,27.5,Dissolved
Chloride,20.21,"Filtered, field"
Chlorophyll a,12.51,Total
Chlorophyll a,8.61,
Conductivity,,Total
Inorganic carbon,1964,Dissolved
Iron,0,Dissolved
Magnesium,12.5,Dissolved
Manganese,0,Dissolved
Nitrate,1,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,693,Dissolved
pH,,
Potassium,2.97,Dissolved
Silica_reactive,,Total
Silicon,,Suspended
Sodium,20.5,"Filtered, field"
Soluble Reactive Phosphorus (SRP),2,"Filtered, field"
Sulfate,24.1,Dissolved
Total Nitrogen_mixed forms,325,Dissolved
Total Particulate Carbon,850,Suspended
Total Particulate Nitrogen,124,Non-Filterable (Particle)
Total Particulate Phosphorus,18,Non-Filterable (Particle)
Total Phosphorus_mixed forms,16,Dissolved
Total suspended solids,3,Non-Filterable (Particle)
Total suspended solids,11,Non-Filterable (Particle)
Alkalinity_total,1580,Dissolved
Ammonia,18,"Filtered, field"
Calcium,23.1,Dissolved
Chloride,10.76,"Filtered, field"
Chlorophyll a,7.66,Total
Chlorophyll a,5.21,
Conductivity,245,Total
Inorganic carbon,1563,Dissolved
Iron,0,Dissolved
Magnesium,9.5,Dissolved
Manganese,0,Dissolved
Nitrate,67,"Filtered, field"
Nitrite,3,"Filtered, field"
Organic carbon,758,Dissolved
pH,8.44,
Potassium,2.52,Dissolved
Silica_reactive,1.46,Total
Silicon,,Suspended
Sodium,11.9,"Filtered, field"
Soluble Reactive Phosphorus (SRP),25,"Filtered, field"
Sulfate,19.23,Dissolved
Total Nitrogen_mixed forms,450,Dissolved
Total Particulate Carbon,740,Suspended
Total Particulate Nitrogen,107,Non-Filterable (Particle)
Total Particulate Phosphorus,16,Non-Filterable (Particle)
Total Phosphorus_mixed forms,37,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,11,Non-Filterable (Particle)
Alkalinity_total,1340,Dissolved
Ammonia,14,"Filtered, field"
Calcium,20.4,Dissolved
Chloride,6.09,"Filtered, field"
Chlorophyll a,2.4,Total
Chlorophyll a,1.61,
Conductivity,205,Total
Inorganic carbon,1383,Dissolved
Iron,0,Dissolved
Magnesium,7.9,Dissolved
Manganese,0,Dissolved
Nitrate,81,"Filtered, field"
Nitrite,9,"Filtered, field"
Organic carbon,834,Dissolved
pH,8.23,
Potassium,2.33,Dissolved
Silica_reactive,1.48,Total
Silicon,,Suspended
Sodium,8.3,"Filtered, field"
Soluble Reactive Phosphorus (SRP),28,"Filtered, field"
Sulfate,16.4,Dissolved
Total Nitrogen_mixed forms,475,Dissolved
Total Particulate Carbon,770,Suspended
Total Particulate Nitrogen,109,Non-Filterable (Particle)
Total Particulate Phosphorus,19,Non-Filterable (Particle)
Total Phosphorus_mixed forms,43,Dissolved
Total suspended solids,14,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,1960,Dissolved
Ammonia,9,"Filtered, field"
Calcium,28,Dissolved
Chloride,13.82,"Filtered, field"
Chlorophyll a,8.77,Total
Chlorophyll a,5.23,
Conductivity,311,Total
Inorganic carbon,1945,Dissolved
Iron,0,Dissolved
Magnesium,11.7,Dissolved
Manganese,0,Dissolved
Nitrate,6,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,677,Dissolved
pH,8.45,
Potassium,2.6,Dissolved
Silica_reactive,0.51,Total
Silicon,,Suspended
Sodium,15.8,"Filtered, field"
Soluble Reactive Phosphorus (SRP),13,"Filtered, field"
Sulfate,23.5,Dissolved
Total Nitrogen_mixed forms,345,Dissolved
Total Particulate Carbon,1120,Suspended
Total Particulate Nitrogen,125,Non-Filterable (Particle)
Total Particulate Phosphorus,16,Non-Filterable (Particle)
Total Phosphorus_mixed forms,22,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,7,Non-Filterable (Particle)
Alkalinity_total,1490,Dissolved
Ammonia,5,"Filtered, field"
Calcium,22,Dissolved
Chloride,7.16,"Filtered, field"
Chlorophyll a,7.45,Total
Chlorophyll a,3.72,
Conductivity,230,Total
Inorganic carbon,1506,Dissolved
Iron,0,Dissolved
Magnesium,8.7,Dissolved
Manganese,0,Dissolved
Nitrate,98,"Filtered, field"
Nitrite,1,"Filtered, field"
Organic carbon,796,Dissolved
pH,8.38,
Potassium,2.24,Dissolved
Silica_reactive,1.37,Total
Silicon,,Suspended
Sodium,10.4,"Filtered, field"
Soluble Reactive Phosphorus (SRP),33,"Filtered, field"
Sulfate,15.77,Dissolved
Total Nitrogen_mixed forms,485,Dissolved
Total Particulate Carbon,570,Suspended
Total Particulate Nitrogen,68,Non-Filterable (Particle)
Total Particulate Phosphorus,20,Non-Filterable (Particle)
Total Phosphorus_mixed forms,44,Dissolved
Total suspended solids,12,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,1980,Dissolved
Ammonia,9,"Filtered, field"
Calcium,29.2,Dissolved
Chloride,13.01,"Filtered, field"
Chlorophyll a,3.3,Total
Chlorophyll a,2.59,
Conductivity,,Total
Inorganic carbon,2044,Dissolved
Iron,0,Dissolved
Magnesium,12.1,Dissolved
Manganese,0,Dissolved
Nitrate,5,"Filtered, field"
Nitrite,1,"Filtered, field"
Organic carbon,639,Dissolved
pH,,
Potassium,2.66,Dissolved
Silica_reactive,0.3,Total
Silicon,,Suspended
Sodium,16.5,"Filtered, field"
Soluble Reactive Phosphorus (SRP),16,"Filtered, field"
Sulfate,22.29,Dissolved
Total Nitrogen_mixed forms,335,Dissolved
Total Particulate Carbon,1170,Suspended
Total Particulate Nitrogen,179,Non-Filterable (Particle)
Total Particulate Phosphorus,17,Non-Filterable (Particle)
Total Phosphorus_mixed forms,23,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,6,Non-Filterable (Particle)
Alkalinity_total,1980,Dissolved
Ammonia,5,"Filtered, field"
Calcium,28.2,Dissolved
Chloride,9.91,"Filtered, field"
Chlorophyll a,31.01,Total
Chlorophyll a,26.92,
Conductivity,305,Total
Inorganic carbon,1993,Dissolved
Iron,0,Dissolved
Magnesium,11.6,Dissolved
Manganese,0,Dissolved
Nitrate,,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,659,Dissolved
pH,8.47,
Potassium,2.56,Dissolved
Silica_reactive,0.06,Total
Silicon,,Suspended
Sodium,15.8,"Filtered, field"
Soluble Reactive Phosphorus (SRP),5,"Filtered, field"
Sulfate,13.04,Dissolved
Total Nitrogen_mixed forms,335,Dissolved
Total Particulate Carbon,3240,Suspended
Total Particulate Nitrogen,478,Non-Filterable (Particle)
Total Particulate Phosphorus,33,Non-Filterable (Particle)
Total Phosphorus_mixed forms,12,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,10,Non-Filterable (Particle)
Alkalinity_total,2120,Dissolved
Ammonia,,"Filtered, field"
Calcium,30.2,Dissolved
Chloride,10.96,"Filtered, field"
Chlorophyll a,4.61,Total
Chlorophyll a,3.4,
Conductivity,,Total
Inorganic carbon,2116,Dissolved
Iron,0,Dissolved
Magnesium,12.6,Dissolved
Manganese,0,Dissolved
Nitrate,1,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,675,Dissolved
pH,,
Potassium,2.61,Dissolved
Silica_reactive,,Total
Silicon,,Suspended
Sodium,16.4,"Filtered, field"
Soluble Reactive Phosphorus (SRP),3,"Filtered, field"
Sulfate,20.3,Dissolved
Total Nitrogen_mixed forms,350,Dissolved
Total Particulate Carbon,710,Suspended
Total Particulate Nitrogen,75,Non-Filterable (Particle)
Total Particulate Phosphorus,14,Non-Filterable (Particle)
Total Phosphorus_mixed forms,10,Dissolved
Total suspended solids,7,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,1970,Dissolved
Ammonia,14,"Filtered, field"
Calcium,28.9,Dissolved
Chloride,12.84,"Filtered, field"
Chlorophyll a,14.12,Total
Chlorophyll a,12.54,
Conductivity,307,Total
Inorganic carbon,2007,Dissolved
Iron,0,Dissolved
Magnesium,11.9,Dissolved
Manganese,0,Dissolved
Nitrate,,"Filtered, field"
Nitrite,1,"Filtered, field"
Organic carbon,661,Dissolved
pH,8.51,
Potassium,2.66,Dissolved
Silica_reactive,0.06,Total
Silicon,,Suspended
Sodium,15.9,"Filtered, field"
Soluble Reactive Phosphorus (SRP),5,"Filtered, field"
Sulfate,22.73,Dissolved
Total Nitrogen_mixed forms,345,Dissolved
Total Particulate Carbon,1880,Suspended
Total Particulate Nitrogen,279,Non-Filterable (Particle)
Total Particulate Phosphorus,26,Non-Filterable (Particle)
Total Phosphorus_mixed forms,15,Dissolved
Total suspended solids,8,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,1610,Dissolved
Ammonia,7,"Filtered, field"
Calcium,23.3,Dissolved
Chloride,8.39,"Filtered, field"
Chlorophyll a,56.59,Total
Chlorophyll a,53.2,
Conductivity,,Total
Inorganic carbon,1594,Dissolved
Iron,0,Dissolved
Magnesium,9.4,Dissolved
Manganese,0,Dissolved
Nitrate,,"Filtered, field"
Nitrite,1,"Filtered, field"
Organic carbon,825,Dissolved
pH,,
Potassium,2.28,Dissolved
Silica_reactive,,Total
Silicon,,Suspended
Sodium,12,"Filtered, field"
Soluble Reactive Phosphorus (SRP),6,"Filtered, field"
Sulfate,15.39,Dissolved
Total Nitrogen_mixed forms,435,Dissolved
Total Particulate Carbon,5270,Suspended
Total Particulate Nitrogen,943,Non-Filterable (Particle)
Total Particulate Phosphorus,58,Non-Filterable (Particle)
Total Phosphorus_mixed forms,16,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,16,Non-Filterable (Particle)
Alkalinity_total,1900,Dissolved
Ammonia,5,"Filtered, field"
Calcium,27.3,Dissolved
Chloride,16.52,"Filtered, field"
Chlorophyll a,8.86,Total
Chlorophyll a,6.09,
Conductivity,293,Total
Inorganic carbon,1899,Dissolved
Iron,0,Dissolved
Magnesium,11.4,Dissolved
Manganese,0,Dissolved
Nitrate,,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,706,Dissolved
pH,8.37,
Potassium,2.53,Dissolved
Silica_reactive,0.27,Total
Silicon,,Suspended
Sodium,14.9,"Filtered, field"
Soluble Reactive Phosphorus (SRP),8,"Filtered, field"
Sulfate,27.62,Dissolved
Total Nitrogen_mixed forms,365,Dissolved
Total Particulate Carbon,1070,Suspended
Total Particulate Nitrogen,122,Non-Filterable (Particle)
Total Particulate Phosphorus,19,Non-Filterable (Particle)
Total Phosphorus_mixed forms,16,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,6,Non-Filterable (Particle)
Alkalinity_total,1960,Dissolved
Ammonia,27,"Filtered, field"
Calcium,28.5,Dissolved
Chloride,14.35,"Filtered, field"
Chlorophyll a,19.5,Total
Chlorophyll a,15.98,
Conductivity,306,Total
Inorganic carbon,1954,Dissolved
Iron,0,Dissolved
Magnesium,11.6,Dissolved
Manganese,0,Dissolved
Nitrate,2,"Filtered, field"
Nitrite,1,"Filtered, field"
Organic carbon,720,Dissolved
pH,8.44,
Potassium,2.6,Dissolved
Silica_reactive,0.07,Total
Silicon,,Suspended
Sodium,16.2,"Filtered, field"
Soluble Reactive Phosphorus (SRP),,"Filtered, field"
Sulfate,21.96,Dissolved
Total Nitrogen_mixed forms,390,Dissolved
Total Particulate Carbon,2160,Suspended
Total Particulate Nitrogen,351,Non-Filterable (Particle)
Total Particulate Phosphorus,30,Non-Filterable (Particle)
Total Phosphorus_mixed forms,9,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,8,Non-Filterable (Particle)
Alkalinity_total,2080,Dissolved
Ammonia,2,"Filtered, field"
Calcium,31.1,Dissolved
Chloride,16.47,"Filtered, field"
Chlorophyll a,5.76,Total
Chlorophyll a,3.93,
Conductivity,331,Total
Inorganic carbon,2127,Dissolved
Iron,0,Dissolved
Magnesium,12.5,Dissolved
Manganese,0,Dissolved
Nitrate,,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,605,Dissolved
pH,8.32,
Potassium,2.62,Dissolved
Silica_reactive,0.18,Total
Silicon,,Suspended
Sodium,16.9,"Filtered, field"
Soluble Reactive Phosphorus (SRP),3,"Filtered, field"
Sulfate,30.95,Dissolved
Total Nitrogen_mixed forms,350,Dissolved
Total Particulate Carbon,920,Suspended
Total Particulate Nitrogen,110,Non-Filterable (Particle)
Total Particulate Phosphorus,15,Non-Filterable (Particle)
Total Phosphorus_mixed forms,10,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,6,Non-Filterable (Particle)
Alkalinity_total,2150,Dissolved
Ammonia,5,"Filtered, field"
Calcium,30.5,Dissolved
Chloride,17.17,"Filtered, field"
Chlorophyll a,5.45,Total
Chlorophyll a,4.35,
Conductivity,,Total
Inorganic carbon,2116,Dissolved
Iron,0,Dissolved
Magnesium,12.4,Dissolved
Manganese,0,Dissolved
Nitrate,,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,607,Dissolved
pH,,
Potassium,2.65,Dissolved
Silica_reactive,0.12,Total
Silicon,,Suspended
Sodium,16.6,"Filtered, field"
Soluble Reactive Phosphorus (SRP),4,"Filtered, field"
Sulfate,31.02,Dissolved
Total Nitrogen_mixed forms,325,Dissolved
Total Particulate Carbon,1240,Suspended
Total Particulate Nitrogen,130,Non-Filterable (Particle)
Total Particulate Phosphorus,38,Non-Filterable (Particle)
Total Phosphorus_mixed forms,11,Dissolved
Total suspended solids,9,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,2100,Dissolved
Ammonia,2,"Filtered, field"
Calcium,30.1,Dissolved
Chloride,17.93,"Filtered, field"
Chlorophyll a,3.9,Total
Chlorophyll a,2.68,
Conductivity,323,Total
Inorganic carbon,2104,Dissolved
Iron,0,Dissolved
Magnesium,12.3,Dissolved
Manganese,0,Dissolved
Nitrate,,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,621,Dissolved
pH,8.42,
Potassium,2.74,Dissolved
Silica_reactive,0.14,Total
Silicon,,Suspended
Sodium,16.4,"Filtered, field"
Soluble Reactive Phosphorus (SRP),4,"Filtered, field"
Sulfate,33.04,Dissolved
Total Nitrogen_mixed forms,345,Dissolved
Total Particulate Carbon,720,Suspended
Total Particulate Nitrogen,78,Non-Filterable (Particle)
Total Particulate Phosphorus,11,Non-Filterable (Particle)
Total Phosphorus_mixed forms,12,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,3,Non-Filterable (Particle)
Alkalinity_total,2170,Dissolved
Ammonia,,"Filtered, field"
Calcium,32.3,Dissolved
Chloride,16.77,"Filtered, field"
Chlorophyll a,3.73,Total
Chlorophyll a,2.4,
Conductivity,330,Total
Inorganic carbon,2189,Dissolved
Iron,0,Dissolved
Magnesium,12.5,Dissolved
Manganese,0,Dissolved
Nitrate,,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,609,Dissolved
pH,8.47,
Potassium,2.71,Dissolved
Silica_reactive,0.28,Total
Silicon,,Suspended
Sodium,16.3,"Filtered, field"
Soluble Reactive Phosphorus (SRP),2,"Filtered, field"
Sulfate,32.19,Dissolved
Total Nitrogen_mixed forms,325,Dissolved
Total Particulate Carbon,840,Suspended
Total Particulate Nitrogen,100,Non-Filterable (Particle)
Total Particulate Phosphorus,14,Non-Filterable (Particle)
Total Phosphorus_mixed forms,11,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,6,Non-Filterable (Particle)
Alkalinity_total,2100,Dissolved
Ammonia,5,"Filtered, field"
Calcium,30.7,Dissolved
Chloride,17.54,"Filtered, field"
Chlorophyll a,4.25,Total
Chlorophyll a,2.83,
Conductivity,328,Total
Inorganic carbon,2101,Dissolved
Iron,0,Dissolved
Magnesium,12.1,Dissolved
Manganese,0,Dissolved
Nitrate,,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,649,Dissolved
pH,8.39,
Potassium,2.71,Dissolved
Silica_reactive,0.1,Total
Silicon,,Suspended
Sodium,16.2,"Filtered, field"
Soluble Reactive Phosphorus (SRP),2,"Filtered, field"
Sulfate,28.81,Dissolved
Total Nitrogen_mixed forms,340,Dissolved
Total Particulate Carbon,780,Suspended
Total Particulate Nitrogen,84,Non-Filterable (Particle)
Total Particulate Phosphorus,13,Non-Filterable (Particle)
Total Phosphorus_mixed forms,11,Dissolved
Total suspended solids,6,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,2070,Dissolved
Ammonia,16,"Filtered, field"
Calcium,29.7,Dissolved
Chloride,17.79,"Filtered, field"
Chlorophyll a,5.75,Total
Chlorophyll a,4.57,
Conductivity,332,Total
Inorganic carbon,2035,Dissolved
Iron,0,Dissolved
Magnesium,12.1,Dissolved
Manganese,0,Dissolved
Nitrate,,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,605,Dissolved
pH,8.44,
Potassium,2.8,Dissolved
Silica_reactive,,Total
Silicon,,Suspended
Sodium,16.7,"Filtered, field"
Soluble Reactive Phosphorus (SRP),1,"Filtered, field"
Sulfate,31.45,Dissolved
Total Nitrogen_mixed forms,385,Dissolved
Total Particulate Carbon,1050,Suspended
Total Particulate Nitrogen,116,Non-Filterable (Particle)
Total Particulate Phosphorus,15,Non-Filterable (Particle)
Total Phosphorus_mixed forms,10,Dissolved
Total suspended solids,6,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,2100,Dissolved
Ammonia,2,"Filtered, field"
Calcium,29.5,Dissolved
Chloride,16.02,"Filtered, field"
Chlorophyll a,3.86,Total
Chlorophyll a,2.76,
Conductivity,324,Total
Inorganic carbon,2033,Dissolved
Iron,0,Dissolved
Magnesium,11.9,Dissolved
Manganese,0,Dissolved
Nitrate,,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,618,Dissolved
pH,8.44,
Potassium,2.8,Dissolved
Silica_reactive,0.08,Total
Silicon,,Suspended
Sodium,16.5,"Filtered, field"
Soluble Reactive Phosphorus (SRP),2,"Filtered, field"
Sulfate,26.29,Dissolved
Total Nitrogen_mixed forms,370,Dissolved
Total Particulate Carbon,1010,Suspended
Total Particulate Nitrogen,88,Non-Filterable (Particle)
Total Particulate Phosphorus,18,Non-Filterable (Particle)
Total Phosphorus_mixed forms,11,Dissolved
Total suspended solids,10,Non-Filterable (Particle)
Total suspended solids,16,Non-Filterable (Particle)
Alkalinity_total,1970,Dissolved
Ammonia,2,"Filtered, field"
Calcium,27.1,Dissolved
Chloride,14.96,"Filtered, field"
Chlorophyll a,,Total
Chlorophyll a,21.03,
Conductivity,298,Total
Inorganic carbon,1909,Dissolved
Iron,0,Dissolved
Magnesium,11.6,Dissolved
Manganese,0,Dissolved
Nitrate,,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,649,Dissolved
pH,8.49,
Potassium,2.69,Dissolved
Silica_reactive,0.08,Total
Silicon,,Suspended
Sodium,15.5,"Filtered, field"
Soluble Reactive Phosphorus (SRP),6,"Filtered, field"
Sulfate,20.49,Dissolved
Total Nitrogen_mixed forms,350,Dissolved
Total Particulate Carbon,2480,Suspended
Total Particulate Nitrogen,382,Non-Filterable (Particle)
Total Particulate Phosphorus,29,Non-Filterable (Particle)
Total Phosphorus_mixed forms,17,Dissolved
Total suspended solids,8,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,1940,Dissolved
Ammonia,7,"Filtered, field"
Calcium,27.8,Dissolved
Chloride,15.62,"Filtered, field"
Chlorophyll a,6.27,Total
Chlorophyll a,,
Conductivity,,Total
Inorganic carbon,1920,Dissolved
Iron,0,Dissolved
Magnesium,11.6,Dissolved
Manganese,0,Dissolved
Nitrate,,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,659,Dissolved
pH,,
Potassium,2.79,Dissolved
Silica_reactive,,Total
Silicon,,Suspended
Sodium,15.4,"Filtered, field"
Soluble Reactive Phosphorus (SRP),8,"Filtered, field"
Sulfate,27.61,Dissolved
Total Nitrogen_mixed forms,355,Dissolved
Total Particulate Carbon,660,Suspended
